code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
AL023001,AL,123.9826562,PINUS SYLVESTRIS,2101.18,1870,2262,3high,4861.6,37.07843,-2.81177,NA,1,0,0,0,1,1,0,0,NA,1,0,NA,0,1,0,0,0,2,3,1,0,0,0,0,0,2,psylv,P. sylvestris
AL023002,AL,281.2380924,PINUS NIGRA SSP AUSTR.,2087.5,1860,2312,3high,20622.75,37.06854,-2.8301,NA,1,0,0,0,1,0,0,1,NA,1,0,NA,0,1,0,0,0,1,3,2,2,1,1,0,1,1,pnig_aus,P. nigra
AL023003,AL,19.9820565,PINUS NIGRA SSP AUSTR.,1890.12,1804,1981,3high,3444.87,37.06056,-2.82386,NA,1,0,0,0,1,0,0,1,NA,1,0,NA,0,0,0,0,0,2,4,2,1,1,2,0,2,2,pnig_aus,P. nigra
AL023004,AL,164.9748353,PINUS NIGRA SSP AUSTR.,1706.99,1433,1916,3high,7783.63,37.05904,-2.80623,NA,NA,NA,NA,NA,3,2,0,1,NA,1,0,NA,NA,1,0,1,0,3,3,1,2,0,1,0,2,2,pnig_aus,P. nigra
AL023005,AL,15.7244515,PINUS NIGRA SSP AUSTR.,1869.59,1688,1915,3high,4312.55,37.05645,-2.81134,NA,NA,NA,NA,NA,3,2,0,1,1,0,0,NA,1,1,0,0,0,2,5,2,1,0,2,0,1,2,pnig_aus,P. nigra
AL023006,AL,31.3237049,PINUS NIGRA SSP AUSTR.,1803.95,1716,1894,3high,3417.33,37.04932,-2.82948,2,1,0,0,1,3,0,0,1,1,1,0,NA,1,1,0,0,0,3,4,2,0,0,1,0,1,2,pnig_aus,P. nigra
AL023007,AL,2.5206515,PINUS NIGRA SSP AUSTR.,1666.8,1643,1693,2medium,829.37,37.05141,-2.79106,NA,1,0,0,1,3,0,0,0,NA,NA,1,NA,0,1,0,0,0,1,3,1,0,0,0,0,2,1,pnig_aus,P. nigra
AL023008,AL,26.7331645,PINUS NIGRA SSP AUSTR.,1632.24,1557,1693,2medium,2039.03,37.04882,-2.79249,NA,1,0,0,1,3,0,0,0,0,1,1,NA,1,1,1,0,0,1,3,1,0,0,1,0,0,2,pnig_aus,P. nigra
AL023009,AL,79.807423,PINUS NIGRA SSP AUSTR.,1551.28,1469,1667,2medium,4462.2,37.04288,-2.78851,2,1,0,0,1,3,0,0,1,1,1,1,NA,1,1,1,0,0,2,3,1,0,0,1,0,0,1,pnig_aus,P. nigra
AL023010,AL,29.730468199999997,PINUS NIGRA SSP AUSTR.,1578.37,1470,1661,2medium,4366.84,37.03928,-2.78637,NA,NA,NA,NA,NA,3,2,0,0,0,1,1,NA,1,1,0,0,0,2,3,1,0,0,1,0,0,1,pnig_aus,P. nigra
AL023011,AL,7.262987699999999,PINUS NIGRA SSP AUSTR.,1668.76,1645,1689,2medium,1310.41,37.04163,-2.8067,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,NA,1,1,0,0,0,3,3,1,0,0,1,0,0,2,pnig_aus,P. nigra
AL028001,AL,11.9620473,PINUS HALEPENSIS,421.2,379,454,0verylow,2155.94,37.00408,-2.61433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,1,1,5,0,1,5,0,1,1,phale,P. halpensis
AL028002,AL,62.0250446,PINUS HALEPENSIS,434.03,349,506,0verylow,11001.38,37.00312,-2.62097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,4,1,1,5,0,1,5,0,2,1,phale,P. halpensis
AL028003,AL,21.1260255,PINUS HALEPENSIS,501.85,467,540,0verylow,3924.59,37.01185,-2.63026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,5,0,1,5,0,2,2,phale,P. halpensis
AL028004,AL,34.4695513,PINUS HALEPENSIS,451.59,361,527,0verylow,9108.14,37.00315,-2.62738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,2,1,5,0,1,5,0,1,2,phale,P. halpensis
AL029001,AL,822.4740696,PINUS HALEPENSIS,1147.75,748,1725,1low,40326.07,36.89954,-2.9145,NA,2,1,0,1,2,0,0,1,1,0,0,1,1,0,0,1,2,0,0,1,2,1,1,1,1,1,phale,P. halpensis
AL029002,AL,788.4689708999999,PINUS NIGRA SSP SALZM.,1761.11,1357,1973,3high,16462.4,36.89272,-2.88116,NA,1,1,0,1,2,1,1,1,1,1,1,1,1,0,1,1,2,3,2,2,2,1,2,2,2,1,pnig_sal,P. nigra
AL029003,AL,425.72716909999997,PINUS HALEPENSIS,655.6,525,834,1low,15398.38,36.88331,-2.94719,NA,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,phale,P. halpensis
AL029005,AL,22.913481,PINUS PINASTER,1430.5,1314,1522,2medium,3751.97,36.87422,-2.88876,NA,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,ppinas,P. pinaster
AL029006,AL,17.3738536,NA,428.49,362,514,0verylow,2972.89,36.89352,-3.0223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,1,1,2,2,2,2,NA,NA
AL029007,AL,13.625473699999999,NA,481.76,409,561,0verylow,2367.74,36.90322,-3.02168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,NA,NA
AL030001,AL,407.2708108,PINUS HALEPENSIS,1108.12,621,1544,1low,20320.35,37.04648,-2.71141,NA,0,1,0,0,1,2,3,0,1,NA,1,1,3,2,2,2,0,0,1,0,2,0,1,3,0,1,phale,P. halpensis
AL030002,AL,92.63029499999999,PINUS HALEPENSIS,660.35,515,774,1low,15225.53,37.02138,-2.70797,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,1,3,2,2,0,0,1,0,2,1,1,2,1,1,phale,P. halpensis
AL030004,AL,456.1950397,PINUS HALEPENSIS,895.4,624,1152,1low,12657.07,36.98279,-2.72412,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,phale,P. halpensis
AL030005,AL,232.2766346,PINUS HALEPENSIS,1031.19,766,1361,1low,9250.07,36.96675,-2.72581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,phale,P. halpensis
AL030006,AL,76.7599545,PINUS HALEPENSIS,1166.09,1022,1280,1low,4090.28,36.95984,-2.72562,NA,2,0,0,2,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,phale,P. halpensis
AL030007,AL,232.0313301,PINUS HALEPENSIS,1600.56,1495,1757,2medium,10354.35,36.91044,-2.75433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,1,4,0,1,1,2,3,3,2,phale,P. halpensis
AL033001,AL,76.79300330000001,NA,879.82,739,1045,1low,5889.02,37.14596,-2.44237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,3,4,4,4,4,2,NA,NA
AL038001,AL,463.6034528,PINUS NIGRA SSP AUSTR.,2002.37,1803,2117,3high,17354.32,36.89589,-2.80559,NA,0,1,NA,2,3,1,0,1,3,1,1,1,2,1,3,2,2,3,4,0,0,1,3,3,3,4,pnig_aus,P. nigra
AL038002,AL,136.143958,PINUS NIGRA SSP AUSTR.,2015.46,1780,2207,3high,11153.4,36.89091,-2.83709,NA,3,0,0,2,5,3,3,1,3,1,2,2,2,2,NA,2,3,2,4,0,0,1,3,3,3,2,pnig_aus,P. nigra
AL038003,AL,76.1643407,PINUS NIGRA SSP SALZM.,1895.35,1761,2028,3high,4377.62,36.8906,-2.78953,NA,NA,NA,NA,NA,NA,4,NA,0,2,0,2,0,2,0,NA,1,1,5,4,0,0,2,3,4,4,3,pnig_sal,P. nigra
AL038004,AL,373.9441765,PINUS HALEPENSIS,1876.37,1621,2089,3high,18870.4,36.88214,-2.78699,NA,2,1,1,2,5,3,NA,0,3,1,3,1,1,3,NA,2,1,4,4,0,0,1,3,4,4,2,phale,P. halpensis
AL038005,AL,800.378883,PINUS HALEPENSIS,1479.93,578,1955,2medium,36511.12,36.86071,-2.8526,NA,3,0,0,0,1,1,3,1,2,1,0,0,2,0,NA,2,0,1,1,0,0,1,1,0,2,1,phale,P. halpensis
AL038006,AL,204.6326669,PINUS HALEPENSIS,1477.48,1305,1696,2medium,8038.81,36.85317,-2.81183,NA,2,1,0,1,3,0,NA,2,1,3,1,2,1,3,NA,2,2,3,1,0,0,1,3,2,3,3,phale,P. halpensis
AL038007,AL,526.1616314,PINUS HALEPENSIS,1100.01,625,1453,1low,18961.59,36.8445,-2.83862,NA,3,0,0,0,1,0,0,1,1,1,0,1,1,0,NA,1,0,1,0,0,0,1,1,1,NA,1,phale,P. halpensis
AL038009,AL,81.5604776,PINUS HALEPENSIS,1153.53,1043,1253,1low,6022.29,36.83853,-2.82157,NA,3,1,0,1,2,0,1,0,1,1,0,2,1,0,NA,2,0,2,1,0,0,1,3,1,1,1,phale,P. halpensis
AL038010,AL,62.322705299999996,PINUS HALEPENSIS,539.87,433,711,0verylow,5107.42,36.81219,-2.89534,NA,3,1,0,1,3,1,1,0,2,1,0,2,1,1,NA,1,1,2,1,0,0,2,3,2,NA,2,phale,P. halpensis
AL038011,AL,56.2890121,PINUS HALEPENSIS,533.87,426,640,0verylow,3355.56,36.80829,-2.88626,NA,3,1,0,1,3,1,1,0,2,1,0,2,1,1,NA,1,1,2,1,0,0,1,3,2,NA,1,phale,P. halpensis
AL038012,AL,238.43754470000002,PINUS HALEPENSIS,1285.13,1077,1448,2medium,8928.57,36.8454,-2.80718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,NA,1,1,2,1,0,0,1,2,1,2,1,phale,P. halpensis
AL038013,AL,118.9674621,PINUS HALEPENSIS,1501.17,1391,1710,2medium,6471.42,36.8565,-2.7833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,1,NA,1,1,2,1,0,0,1,3,2,1,1,phale,P. halpensis
AL038014,AL,216.0688596,PINUS HALEPENSIS,1638.17,1448,1842,2medium,9808.05,36.86724,-2.77635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,2,1,3,1,0,0,3,3,2,2,3,phale,P. halpensis
AL038016,AL,55.902105299999995,PINUS NIGRA SSP SALZM.,1781.3,1600,1991,3high,4297.93,36.8975,-2.77959,NA,NA,NA,NA,NA,NA,4,NA,0,2,0,2,1,1,2,NA,2,1,2,3,0,0,1,3,3,NA,3,pnig_sal,P. nigra
AL038017,AL,89.70818179999999,PINUS NIGRA SSP AUSTR.,1988.03,1846,2101,3high,8951.29,36.88109,-2.8056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,1,2,4,0,0,1,3,3,3,4,pnig_aus,P. nigra
AL038018,AL,8.9845267,PINUS HALEPENSIS,1781.39,1716,1837,3high,1302.92,36.87346,-2.76778,NA,2,1,1,2,5,3,NA,0,3,1,2,1,0,1,NA,2,1,4,1,0,0,1,3,3,NA,3,phale,P. halpensis
AL038019,AL,175.3387252,PINUS NIGRA SSP AUSTR.,1754.97,1603,2079,3high,11674.46,36.91688,-2.80904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,0,0,1,3,4,NA,3,pnig_aus,P. nigra
AL041001,AL,259.5054682,PINUS HALEPENSIS,1400.58,1252,1500,2medium,11073.7,36.91267,-2.66728,NA,1,3,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,phale,P. halpensis
AL041002,AL,182.3703331,PINUS HALEPENSIS,1112,976,1242,1low,7683.88,36.90892,-2.62094,NA,1,3,1,1,1,1,1,3,1,1,1,0,0,0,0,0,2,2,1,1,1,1,2,2,1,0,phale,P. halpensis
AL041003,AL,100.3259238,NA,932.44,833,1064,1low,6194.16,36.90035,-2.59951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,NA,NA
AL041004,AL,104.9648672,PINUS HALEPENSIS,995.06,766,1179,1low,7189.17,36.8976,-2.62871,NA,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,phale,P. halpensis
AL041005,AL,570.6299931,PINUS HALEPENSIS,673.26,379,1056,1low,50220.12,36.86359,-2.59166,NA,NA,NA,2,3,1,1,NA,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,1,phale,P. halpensis
AL041006,AL,43.1603011,PINUS HALEPENSIS,555.57,455,683,0verylow,2757.26,36.86089,-2.60177,NA,NA,NA,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,phale,P. halpensis
AL043001,AL,938.3292415,PINUS HALEPENSIS,1497.07,901,1846,2medium,26354.62,36.89675,-2.7467,NA,2,1,1,2,5,3,NA,0,2,NA,0,0,1,2,1,1,0,1,1,1,1,1,2,1,1,2,phale,P. halpensis
AL043002,AL,74.61408399999999,PINUS HALEPENSIS,1466.83,1363,1538,2medium,4974.94,36.91229,-2.72218,NA,NA,NA,NA,NA,3,1,NA,1,2,NA,0,0,0,2,0,0,0,1,2,1,1,1,0,0,0,1,phale,P. halpensis
AL043003,AL,238.2147966,PINUS NIGRA SSP SALZM.,1347.87,1062,1538,2medium,12405.41,36.90282,-2.70714,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,pnig_sal,P. nigra
AL043004,AL,313.0085012,PINUS HALEPENSIS,1005.03,738,1393,1low,16955.37,36.88102,-2.70849,NA,2,1,0,1,2,2,NA,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL043005,AL,287.7923973,PINUS HALEPENSIS,835.07,559,1194,1low,16809.5,36.8626,-2.71744,NA,2,0,0,1,1,1,NA,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,phale,P. halpensis
AL043006,AL,131.8844061,PINUS HALEPENSIS,703.01,527,944,1low,10720.6,36.86028,-2.68808,NA,2,0,0,1,1,1,1,1,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL045001,AL,67.6802505,PINUS NIGRA SSP SALZM.,1804.17,1665,1888,3high,5295.05,37.27547,-2.83488,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,1,3,2,2,1,1,0,1,2,3,3,2,pnig_sal,P. nigra
AL045002,AL,202.766269,PINUS NIGRA SSP AUSTR.,1723.7,1572,1898,3high,15173.61,37.27218,-2.83949,NA,0,0,0,0,1,1,1,0,0,0,2,0,0,1,1,3,2,1,1,1,0,0,2,3,3,2,pnig_aus,P. nigra
AL045003,AL,232.3169786,PINUS NIGRA SSP AUSTR.,1809.98,1574,2025,3high,9570,37.26424,-2.81277,NA,0,0,0,0,2,4,0,0,0,0,2,0,0,0,1,3,1,1,0,0,0,0,2,2,3,2,pnig_aus,P. nigra
AL045004,AL,400.3277051,NA,1861.52,1573,2043,3high,14762.81,37.25521,-2.80408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2,2,1,1,1,0,0,3,3,3,3,NA,NA
AL045005,AL,33.3301433,PINUS HALEPENSIS,1480.72,1376,1576,2medium,3167.67,37.26059,-2.85376,NA,0,3,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,2,3,3,2,phale,P. halpensis
AL045006,AL,189.6504261,NA,1993.87,1865,2062,3high,7323.87,37.25545,-2.78489,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,0,1,1,0,2,2,3,2,NA,NA
AL045007,AL,63.6313838,PINUS SYLVESTRIS,1673.68,1562,1765,2medium,4422.94,37.25,-2.83162,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,2,2,psylv,P. sylvestris
AL045008,AL,481.882225,PINUS PINASTER,1736.28,1511,1919,3high,14641.44,37.24173,-2.80369,NA,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,3,1,1,1,1,2,2,2,2,ppinas,P. pinaster
AL045009,AL,112.6970719,PINUS SYLVESTRIS,1930.02,1780,2062,3high,5602.95,37.24224,-2.78162,NA,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,2,2,2,1,1,1,1,2,2,3,2,psylv,P. sylvestris
AL045010,AL,375.3077105,PINUS PINASTER,1375.01,1090,1690,2medium,10891.87,37.2332,-2.83423,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,2,3,1,1,ppinas,P. pinaster
AL045011,AL,382.4009374,PINUS HALEPENSIS,1358.77,1175,1549,2medium,15557.67,37.23302,-2.8623,NA,NA,1,0,0,2,0,3,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,2,1,0,phale,P. halpensis
AL045012,AL,75.0524484,PINUS PINASTER,1561.77,1418,1770,2medium,4667.76,37.24031,-2.81731,NA,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,1,0,ppinas,P. pinaster
AL045013,AL,245.0913978,PINUS PINASTER,1428.72,1137,1782,2medium,15122.2,37.22949,-2.81992,NA,0,1,0,0,0,1,1,0,NA,0,0,0,0,1,0,0,1,1,0,1,0,0,2,2,2,1,ppinas,P. pinaster
AL045014,AL,275.666498,PINUS PINASTER,1461.17,1267,1666,2medium,7767.83,37.22073,-2.80869,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,1,ppinas,P. pinaster
AL045015,AL,473.7012092,PINUS HALEPENSIS,1197.59,978,1418,1low,21888.03,37.21055,-2.83495,NA,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,phale,P. halpensis
AL045016,AL,67.9302076,PINUS HALEPENSIS,1125.52,1034,1236,1low,4951.87,37.21276,-2.85604,NA,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,1,0,phale,P. halpensis
AL045017,AL,76.0620752,PINUS HALEPENSIS,1397.8,1298,1509,2medium,4156.79,37.20954,-2.81478,NA,0,1,2,1,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,1,1,phale,P. halpensis
AL045018,AL,102.6109404,PINUS HALEPENSIS,1249.86,1116,1399,2medium,9551.67,37.20498,-2.81899,NA,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,phale,P. halpensis
AL045019,AL,54.0060452,PINUS HALEPENSIS,1080.33,1019,1157,1low,4475.91,37.20539,-2.85904,NA,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,2,2,1,1,phale,P. halpensis
AL045020,AL,294.268915,PINUS HALEPENSIS,1115.87,971,1377,1low,14707.2,37.19696,-2.82085,NA,0,1,1,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,1,1,2,phale,P. halpensis
AL045021,AL,336.0950734,PINUS HALEPENSIS,1231.28,984,1503,2medium,11967.88,37.1535,-2.86806,0,0,0,1,3,2,1,0,0,1,2,1,0,0,0,0,NA,0,1,1,1,0,0,0,1,0,0,phale,P. halpensis
AL045022,AL,201.1435989,PINUS HALEPENSIS,1207.58,991,1435,2medium,11435.49,37.14702,-2.85163,4,1,0,1,1,1,0,0,0,1,3,2,0,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,phale,P. halpensis
AL045023,AL,358.38313220000003,PINUS HALEPENSIS,1296.78,1101,1635,2medium,18226.96,37.15033,-2.91166,3,2,0,1,3,3,0,0,0,1,3,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL045024,AL,4.1701061,PINUS HALEPENSIS,954.25,947,961,1low,817.39,37.1529,-2.8334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL045025,AL,24.797042,PINUS HALEPENSIS,1728.86,1600,1858,3high,2907.04,37.14003,-2.92958,3,1,0,1,4,3,1,0,0,2,3,2,3,0,0,1,NA,1,4,3,2,2,0,2,1,1,2,phale,P. halpensis
AL045026,AL,84.28181339999999,PINUS NIGRA SSP SALZM.,1658.23,1472,1839,2medium,4816.84,37.13411,-2.8956,3,0,0,0,2,3,0,0,0,1,3,4,3,0,0,0,NA,0,3,3,2,0,0,0,2,1,4,pnig_sal,P. nigra
AL045027,AL,444.8155115,PINUS NIGRA SSP SALZM.,1577.55,1211,1856,2medium,16217.09,37.12818,-2.92256,3,1,0,0,3,1,0,0,0,1,3,3,3,0,0,0,NA,1,2,3,2,2,1,3,1,1,2,pnig_sal,P. nigra
AL045028,AL,161.4671324,PINUS SYLVESTRIS,1564.9,1392,1685,2medium,9152.31,37.1167,-2.90847,0,0,0,0,1,3,0,0,0,1,3,3,2,0,0,0,NA,0,2,2,1,0,0,1,2,0,0,psylv,P. sylvestris
AL045029,AL,60.0079841,PINUS NIGRA SSP AUSTR.,1515.49,1369,1669,2medium,7304.46,37.11633,-2.91753,NA,NA,NA,NA,NA,NA,0,0,0,1,2,3,2,0,0,0,NA,0,1,2,1,0,0,0,0,1,0,pnig_aus,P. nigra
AL045030,AL,118.1822939,PINUS SYLVESTRIS,1833.05,1687,2100,3high,6352.27,37.11322,-2.94028,NA,NA,NA,NA,NA,NA,0,0,0,NA,3,3,NA,0,0,0,NA,2,4,4,2,2,1,0,0,0,3,psylv,P. sylvestris
AL045031,AL,16.0596238,PINUS NIGRA SSP AUSTR.,1796.02,1750,1834,3high,1734.18,37.121,-2.94332,0,0,0,2,4,2,0,0,0,NA,3,4,4,0,0,0,NA,2,4,4,2,2,0,0,0,0,1,pnig_aus,P. nigra
AL045032,AL,359.507877,PINUS SYLVESTRIS,1806.53,1594,2079,3high,16115.67,37.10822,-2.90185,0,0,0,0,1,3,0,0,0,NA,3,2,NA,0,0,0,NA,0,3,3,2,0,0,0,1,0,2,psylv,P. sylvestris
AL045033,AL,122.1228589,PINUS NIGRA SSP AUSTR.,1601.87,1454,1709,2medium,6738.71,37.11555,-2.92799,NA,NA,NA,NA,NA,NA,0,0,3,NA,3,3,3,NA,0,0,NA,0,3,3,2,0,1,0,0,0,0,pnig_aus,P. nigra
AL045034,AL,9.322889,PINUS NIGRA SSP AUSTR.,1723.32,1679,1793,3high,1586.49,37.11175,-2.93137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,4,3,2,1,0,0,0,0,0,pnig_aus,P. nigra
AL045035,AL,67.5197531,PINUS SYLVESTRIS,1757.11,1616,1837,3high,4816.13,37.12368,-2.89784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,NA,0,2,2,1,0,0,0,0,0,4,psylv,P. sylvestris
AL045036,AL,653.4640414,PINUS NIGRA SSP AUSTR.,1472.69,1185,1692,2medium,20442.12,37.25105,-2.84652,NA,0,0,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,3,1,2,pnig_aus,P. nigra
AL046001,AL,294.01766460000005,PINUS SYLVESTRIS,2128.06,1868,2427,3high,8624.07,37.06652,-2.85028,0,0,0,0,0,1,0,0,0,NA,1,0,NA,0,1,0,0,0,0,3,2,2,2,2,1,NA,2,psylv,P. sylvestris
AL046002,AL,61.3554987,PINUS SYLVESTRIS,2012.82,1882,2170,3high,4473.49,37.06323,-2.85891,0,0,0,0,0,1,0,0,0,1,1,1,NA,NA,1,0,0,0,1,3,3,3,2,2,1,2,2,psylv,P. sylvestris
AL046003,AL,66.3413733,PINUS SYLVESTRIS,1964.97,1827,2158,3high,4062.97,37.05756,-2.83745,3,0,0,0,0,2,0,0,1,NA,1,0,NA,0,1,0,0,1,2,3,2,2,2,2,1,2,2,psylv,P. sylvestris
AL046004,AL,56.381523699999995,PINUS SYLVESTRIS,1833.79,1656,1934,3high,5979.22,37.05423,-2.84898,NA,NA,NA,NA,NA,3,0,0,0,NA,1,0,NA,1,1,0,0,1,2,3,2,2,2,2,2,2,2,psylv,P. sylvestris
AL046005,AL,23.1122534,PINUS SYLVESTRIS,1843.52,1765,1903,3high,2918.44,37.05524,-2.85779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,0,1,2,3,2,2,2,2,2,2,2,psylv,P. sylvestris
AL046006,AL,269.0134517,PINUS NIGRA SSP SALZM.,1488.93,1104,1890,2medium,23830.53,37.02729,-2.84165,3,3,0,0,2,3,0,0,1,2,3,4,NA,1,1,1,1,2,3,4,2,2,2,3,2,3,3,pnig_sal,P. nigra
AL046007,AL,8.4848188,PINUS HALEPENSIS,1741.91,1681,1805,3high,1323.29,37.04597,-2.84889,NA,0,0,0,2,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,2,2,2,2,2,2,phale,P. halpensis
AL046008,AL,56.390614,PINUS SYLVESTRIS,1689.95,1578,1757,2medium,6036.58,37.0389,-2.86058,NA,NA,NA,NA,NA,3,0,0,0,2,2,1,NA,NA,1,1,1,4,3,3,2,2,1,2,1,2,4,psylv,P. sylvestris
AL046009,AL,41.5511534,PINUS SYLVESTRIS,1763.83,1685,1810,3high,3258.37,37.04024,-2.85142,2,3,0,0,1,3,0,0,0,2,3,0,NA,NA,1,1,1,3,3,4,3,3,2,3,2,2,3,psylv,P. sylvestris
AL046010,AL,27.5735911,PINUS NIGRA SSP SALZM.,1580.32,1510,1624,2medium,3187.87,37.03173,-2.83938,NA,3,0,0,2,3,0,1,2,2,2,3,NA,NA,1,1,1,3,4,3,1,2,1,2,3,3,3,pnig_sal,P. nigra
AL046011,AL,37.5988013,PINUS NIGRA SSP AUSTR.,1460.11,1297,1589,2medium,3044.08,37.0236,-2.86019,NA,2,0,0,3,3,0,0,1,1,1,1,NA,NA,1,1,1,2,2,1,1,1,1,1,2,2,2,pnig_aus,P. nigra
AL046013,AL,872.3125282999999,PINUS HALEPENSIS,1072.37,738,1455,1low,18888.65,36.97056,-2.83279,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,NA,2,0,0,2,1,0,1,1,1,1,1,1,0,0,phale,P. halpensis
AL046014,AL,277.2251268,PINUS HALEPENSIS,1223.08,901,1579,2medium,15016.77,36.95886,-2.85826,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,2,2,0,1,1,1,1,1,1,1,1,1,0,0,phale,P. halpensis
AL046015,AL,49.8884935,PINUS HALEPENSIS,1069.98,914,1208,1low,5919.11,36.97139,-2.85913,NA,0,1,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,phale,P. halpensis
AL046016,AL,95.7849749,PINUS HALEPENSIS,1244.34,990,1444,2medium,5313.72,36.96058,-2.89746,NA,0,1,1,2,1,0,0,1,0,0,0,0,2,0,NA,1,1,1,1,0,0,0,0,1,0,0,phale,P. halpensis
